location_id,name,type,location,address,status,food_items,latitude,longitude
1569152,Datam SF LLC dba Anzu To You,Truck,TAYLOR ST: BAY ST to NORTH POINT ST (2500 - 2599),2535 TAYLOR ST,APPROVED,Asian Fusion - Japanese Sandwiches/Sliders/Misubi,37.805885350101000,-122.41594524663700
1569145,Casita Vegana,Truck,JOHN MUIR DR: LAKE MERCED BLVD to SKYLINE BLVD (200 - 699),Assessors Block 7283/Lot004,APPROVED,Coffee: Vegan Pastries: Vegan Hot Dogs: Vegan Tamales: Te: Vegan Shakes,37.72188970870840,-122.4925212449950
1565593,MOMO INNOVATION LLC,Truck,CALIFORNIA ST: BATTERY ST to SANSOME ST (300 - 399),351 CALIFORNIA ST,APPROVED,Noodles: Meat & Drinks,37.792870749741500,-122.4007474940770
1565571,MOMO INNOVATION LLC,Truck,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),101 CALIFORNIA ST,APPROVED,MOMO Spicy Noodle: POPO's Noodle: Spicy Chicken Noodle: Rice Noodles,37.792948952834700,-122.39809861316700
1565954,Treats by the Bay LLC,Truck,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 MONTGOMERY ST,APPROVED,Sandwich: Donuts: Coffee: Soft Serve Ice Cream: Drinks,37.78924953407510,-122.40241859729400
1565594,MOMO INNOVATION LLC,Truck,MISSION ST: ANNIE ST to 03RD ST (663 - 699),667 MISSION ST,APPROVED,Noodles: Meat & Drinks,37.7865580501799,-122.40103337535000
1565628,Treats by the Bay LLC,Truck,ELLIS ST: POWELL ST to CYRIL MAGNIN ST (100 - 148),120 ELLIS ST,APPROVED,Prepackaged Kettlecorn,37.78561008636920,-122.40815476434500
1565413,MOMO INNOVATION LLC,Truck,BUSH ST: BATTERY ST to SANSOME ST (100 - 199),1 BUSH ST,APPROVED,Noodles,37.79092150726920,-122.4001004237390
1047831,The Chef Station,Truck,10TH ST: FELL ST \ MARKET ST \ POLK ST to STEVENSON ST (1 - 18),8 10TH ST,REQUESTED,South American/Peruvian food,37.7758255197583,-122.41724962664300
1565625,Treats by the Bay LLC,Truck,MARKET ST: DOLORES ST to 14TH ST (2001 - 2065) -- SOUTH --,2029 MARKET ST,APPROVED,Donuts: Soft Serve Ice Cream: Coffee: Sandwiches: Drinks,37.76831005955340,-122.4274165153560
1565414,MOMO INNOVATION LLC,Truck,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),555 MISSION ST,APPROVED,Noodles,37.78844615690130,-122.3986412420390
1565623,Treats by the Bay LLC,Truck,HOWARD ST: MALDEN ALY to 02ND ST (574 - 599),201 02ND ST,APPROVED,Prepackaged Kettlecorn,37.78680165059710,-122.39787163500300
1577123,El Calamar Perubian Food Truck,Truck,MISSION ST: ANTHONY ST to 02ND ST (573 - 599),85 02ND ST,REQUESTED,Lomo Saltado: Jalea: Ceviche: Calamar: Tilapia plate: chicken special. Soda: Water.,37.788457028828900,-122.3998841605660
1577179,BH & MT LLC,Truck,16TH ST: SPENCER ST to DOLORES ST (3220 - 3299),3253 16TH ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.764459521442400,-122.42516137635800
1577113,"BOWL'D ACAI, LLC.",Truck,LARKIN ST: FULTON ST to MCALLISTER ST (200 - 299),200 LARKIN ST,APPROVED,Acai Bowls: Smoothies: Juices,37.78021548028810,-122.41602577015100
1577178,BH & MT LLC,Truck,GROVE ST: BRODERICK ST to BAKER ST (1400 - 1499),1477 GROVE ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.77529014231950,-122.4407311621110
1577204,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,STOCKTON ST: 04TH ST \ ELLIS ST \ MARKET ST intersection,800 MARKET ST,REQUESTED,Soft pretzels: hot dogs: sausages: chips: popcorn: sodea: coffee: espresso: cappucino: pastries: ice cream: Italian sausages: shish-ka-bob: churros: juice: water: various drinks.,37.785469746489900,-122.40661576107300
1577206,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,STOCKTON ST: OFARRELL ST to GEARY ST (100 - 199),101 STOCKTON ST,REQUESTED,Soft Pretzels: hot dogs: sausage: chips: popcorn: soda: espresso: cappucino: pastries: ice cream: italian sausages: shish-ka-bob: churros: juice: water: various drinks,37.786856111883100,-122.40689189299700
1577177,BH & MT LLC,Truck,GROVE ST: SCOTT ST to DIVISADERO ST (1200 - 1299),1265 GROVE ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.775774368410300,-122.43733160784100
1577112,"BOWL'D ACAI, LLC.",Truck,BATTERY ST: PINE ST to CALIFORNIA ST (100 - 199),111 BATTERY ST,APPROVED,Acai Bowls: Smoothies: Juices,37.79236678688310,-122.40014830676700
1577174,BH & MT LLC,Truck,PRESIDIO AVE: POST ST to GEARY BLVD (900 - 999),949 PRESIDIO AVE,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.783922070111500,-122.44672163317200
1577205,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (800 - 890) -- NORTH --,870 MARKET ST,REQUESTED,Soft pretzels: hot dogs: sausages: chips: popcorn: soda: espresso: cappucino: pastry: ica cream: ices: italian sausage: shish-ka-bob: churros: juice: water: various drinks,37.78511092044780,-122.40742266827700
1577173,BH & MT LLC,Truck,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),170 OTIS ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,0,0
1577114,"BOWL'D ACAI, LLC.",Truck,MONTGOMERY ST: CALIFORNIA ST to SACRAMENTO ST (400 - 499),451 MONTGOMERY ST,APPROVED,Acai Bowls: Smoothies: Juices,37.79357693326180,-122.40322987670100
1577176,BH & MT LLC,Truck,DOLORES ST: 14TH ST intersection,2001 MARKET ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.768320249510600,-122.42711064395500
1577175,BH & MT LLC,Truck,23RD ST: START: 100-699 BLOCK to ILLINOIS ST (100 - 699),401 23RD ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.755030726766700,-122.38453073422300
1571753,The Geez Freeze,Truck,18TH ST: DOLORES ST to CHURCH ST (3700 - 3799),3750 18TH ST,REQUESTED,Snow Cones: Soft Serve Ice Cream & Frozen Virgin Daiquiris,37.76201920035650,-122.42730642251300
1577180,BH & MT LLC,Truck,MARKET ST: CHURCH ST to 15TH ST (2101 - 2195) -- SOUTH --,2145 MARKET ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.7666247727157,-122.42951117634700
1577115,"BOWL'D ACAI, LLC.",Truck,BUCHANAN ST: NORTH POINT ST to BEACH ST \ LOWER FORT MASON ST \ MARINA BLVD (3700 - 3799),15 MARINA BLVD,APPROVED,Acai Bowls: Poke Bowls: Smoothies: Juices,37.80457786909010,-122.43301077434300
934719,"Santana ESG, Inc.",Truck,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,EXPIRED,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,37.790485146128,-122.40094044069000
1509789,Plaza Garibaldy,Truck,CALIFORNIA ST: LEIDESDORFF ST to MONTGOMERY ST (449 - 499),475 CALIFORNIA ST,EXPIRED,Tacos: burritos: quesadillas,37.792346385148,-122.40238532279400
934586,May Catering,Truck,TREAT AVE: MISTRAL ST to END: 650-699 BLOCK (630 - 699),630 TREAT AVE,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75995142942790,-122.41404968022400
1336741,Quan Catering,Truck,BURKE AVE: START: 1500-1599 BLOCK to 03RD ST (1500 - 1599),1575 BURKE AVE,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.744178447375700,-122.38671592975900
1337426,Liang Bai Ping,Truck,PALOU AVE: PALOU AVE to GRIFFITH ST (904 - 999),Assessors Block /Lot,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,0,0
848184,Reecees Soulicious,Truck,BAY SHORE BLVD: BAY SHORE BLVD to OAKDALE AVE (185 - 299) -- EAST --,201 BAY SHORE BLVD,REQUESTED,Fried Chicken: Fried Fish: Greens: Mac & Cheese: Peach Cobbler: and String beans,37.74530890865630,-122.40342005999900
1332942,Mini Mobile Food Catering,Truck,FREMONT ST: TRANSBAY HUMP to NATOMA ST (116 - 169),147 FREMONT ST,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.79018557063340,-122.39547172580900
1343831,Got Snacks,Push Cart,03RD ST: TERRY A FRANCOIS BLVD to CHANNEL ST (1000 - 1099),1020 03RD ST,REQUESTED,sunflower seeds: crackerjacks: bottled water: peanuts: candy,37.77551013804950,-122.39099930600200
934616,May Catering,Truck,DONNER AVE: START: 1600-1699 BLOCK to 03RD ST (1600 - 1699),1600 DONNER AVE,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.72400910654020,-122.3929867825780
934516,Scotch Bonnet,Truck,01ST ST: STEVENSON ST to JESSIE ST (21 - 56),50 01ST ST,EXPIRED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,37.790149073725500,-122.39865818460400
934608,May Catering,Truck,MISSION CREEK: 05TH ST to 06TH ST (0 - 0),Assessors Block 3810/Lot008,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77203911352500,-122.39597463158600
1544286,Cochinita,Truck,BEALE ST: BRYANT ST \ DELANCEY ST to END: 500-501 BLOCK (500 - 599),501 BEALE ST,REQUESTED,Mexican Food: Yucatan Food: Street Food,37.78623677446540,-122.38906620560500
1336675,Mike's Catering,Truck,23RD ST: START: 100-699 BLOCK to ILLINOIS ST (100 - 699),435 23RD ST,EXPIRED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.755030726766700,-122.38453073422300
1337425,Liang Bai Ping,Truck,PALOU AVE: PALOU AVE to GRIFFITH ST (904 - 999),931 PALOU AVE,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72673391124160,-122.37897200523600
1580927,Park's Catering,Truck,NEWHALL ST: MENDELL ST to EVANS AVE (200 - 399),300 NEWHALL ST,REQUESTED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74322468386160,-122.38534297342100
1580924,Park's Catering,Truck,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),190 NAPOLEON ST,REQUESTED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74758627625650,-122.39886570079600
1580919,Park's Catering,Truck,INNES AVE: ARELIOUS WALKER DR to GRIFFITH ST (800 - 899),Assessors Block 4645/Lot015,REQUESTED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.73213495192220,-122.37539807856700
1580915,Park's Catering,Truck,EVANS AVE: RANKIN ST to SELBY ST (1800 - 1890),1801 EVANS AVE,REQUESTED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74459119509170,-122.39307688085800
1575168,Buenafe,Truck,MISSISSIPPI ST: 07TH ST \ 16TH ST to 17TH ST (1 - 99),901 16TH ST,APPROVED,Tacos burritos quesadillas tortas pupusas flautas tamales,37.76612469442700,-122.39547306227000
1571659,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,POST ST: STOCKTON ST to POWELL ST (300 - 399),345 STOCKTON ST,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.78891014957050,-122.40719603412200
1575155,Papalote Inc.,Truck,01ST ST: HOWARD ST to TEHAMA ST (200 - 231),505 HOWARD ST,APPROVED,Mexican; Burritos: Burrito Bowls: Salads,37.78798864899530,-122.39610066847200
1575171,Buenafe,Truck,EVANS AVE: PHELPS ST to QUINT ST (1600 - 1699),750 PHELPS ST,APPROVED,Tacos: Burritos: Quesadillas: Tortas,37.73944545286910,-122.39301498669800
1571657,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),233 GEARY ST,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.787242602596700,-122.40687973821300
1571649,DO UC US Mobile Catering,Truck,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2590 MARIN ST,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.74837582577800,-122.40320062649600
1575218,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,MISSION ST: 10TH ST to 11TH ST (1400 - 1499),1455 MARKET ST,APPROVED,Tacos: burritos: soda & juice,37.77522830783410,-122.41746613187000
1568970,Fillmore Square,Truck,WEBSTER ST: EDDY ST to ELLIS ST (1201 - 1299) -- WEST --,1223 WEBSTER ST,APPROVED,Breakfast and lunch items with a nod to various cultures,37.782391510187800,-122.43111456170200
1568948,Senor Sisig,Truck,ELLIS ST: POWELL ST to CYRIL MAGNIN ST (100 - 148),120 ELLIS ST,APPROVED,Filipino fusion food: taco: burrito: nachos: rice plates,37.78561008636920,-122.40815476434500
1568992,La Jefa,Truck,BAY SHORE BLVD: WATERLOO ST to MARENGO ST (501 - 559) -- EAST --,531 BAY SHORE BLVD,APPROVED,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,37.738726803987100,-122.40673602990500
1568972,Fillmore Square,Truck,FILLMORE ST: TURK ST to EDDY ST (1200 - 1299),1290 FILLMORE ST,APPROVED,Breakfast and lunch items with a nod to various cultures,37.78127594842660,-122.43184035948600
1568947,Senor Sisig,Truck,02ND ST: MISSION ST to MINNA ST (100 - 130),120 02ND ST,APPROVED,Filipino fusion food: taco: burrito: nachos: rice plates,37.787514060738100,-122.39956633142900
1568998,Think is Good Inc.,Truck,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),430 CALIFORNIA ST,APPROVED,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,37.793262206923100,-122.4017890913630
1568951,Senor Sisig,Truck,PINE ST: SANSOME ST to CENTURY PL (300 - 340),300 PINE ST,APPROVED,Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,0,0
1568999,Think is Good Inc.,Truck,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,APPROVED,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,37.78886471534300,-122.39935935136300
1568966,CARDONA'S FOOD TRUCK,Truck,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1888 MISSION ST,APPROVED,Tacos: Burritos: Quesadillas: Various Drinks,37.766897602559200,-122.42032247306800
1568965,CARDONA'S FOOD TRUCK,Truck,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1800 MISSION ST,APPROVED,Tacos: Burritos: Quesadillas: Various Drinks,37.767817181414100,-122.42057533514200
1568973,Fillmore Square,Truck,FILLMORE ST: TURK ST to EDDY ST (1200 - 1299),1245 FILLMORE ST,APPROVED,Breakfast and lunch items with a nod to various cultures,37.78085752242170,-122.43305677044800
1568997,Think is Good Inc.,Truck,PINE ST: FRONT ST to BATTERY ST (100 - 199),100 PINE ST,APPROVED,Lobster rolls: crab rolls: lobster burritos: crab burritos: chicken burritos: fish burritos: chicken burritos: poke bowls: soups: chips & soda.,37.79264071673370,-122.39897033211100
1568883,Senor Sisig,Truck,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),101 CALIFORNIA ST,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,37.792948952834700,-122.39809861316700
1568971,Fillmore Square,Truck,EDDY ST: WEBSTER ST to FILLMORE ST (1400 - 1499),1290 FILLMORE ST,APPROVED,Breakfast and lunch items with a nod to various cultures,37.78127594842660,-122.43184035948600
1568959,Senor Sisig,Truck,FRONT ST: BROADWAY to VALLEJO ST (800 - 899),90 BROADWAY,APPROVED,Various menu items & drinks,37.799260113502300,-122.39961794865500
1568975,California Kahve,Truck,LA PLAYA: LINCOLN WAY \ MARTIN LUTHER KING JR DR to IRVING ST (1200 - 1299),1234 GREAT HWY,APPROVED,Drip Coffee: Espresso Drinks: Matcha Green Tea: Black Teas: Herbal Teas: Crossaints: Savory and Sweet Breads,37.76360804110200,-122.50959579624600
1568884,Senor Sisig,Truck,MISSION ST: 05TH ST to MINT ST (900 - 930),901 MISSION ST,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,37.78215364099860,-122.40660110683900
1568961,Senor Sisig,Truck,10TH ST: FELL ST \ MARKET ST \ POLK ST to STEVENSON ST (1 - 18),8 10TH ST,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,37.7758255197583,-122.41724962664300
1575170,Buenafe,Truck,RANKIN ST: DAVIDSON AVE to EVANS AVE (200 - 299),220 RANKIN ST,APPROVED,Tacos: Burritos: Quesadillas: Tortas,37.74574924062030,-122.3924814876780
1568960,Senor Sisig,Truck,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,37.799260113502300,-122.39961794865500
1571648,DO UC US Mobile Catering,Truck,04TH ST: MISSION BAY BLVD to NELSON RISING LN (1400 - 1499),1420 04TH ST,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.76989774889610,-122.3910982796350
1571646,DO UC US Mobile Catering,Truck,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),400 PARNASSUS AVE,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.763864032383200,-122.4583917498440
1575216,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,25TH ST: ALABAMA ST to HARRISON ST (3042 - 3099),3065 25TH ST,APPROVED,Tacos: burritos: soda & juice,37.7509316476402,-122.4114199662060
1571658,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),251 GEARY ST,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.78717629174160,-122.40739807595800
1571647,DO UC US Mobile Catering,Truck,03RD ST: MISSION BAY BLVD to WARRIORS WAY (1401 - 1599) -- EAST --,1501 03RD ST,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.77089223103180,-122.3891692314830
1575217,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,FOLSOM ST: 11TH ST to NORFOLK ST (1500 - 1548),1501 FOLSOM ST,APPROVED,Tacos: burritos: soda & juice,37.771586702670300,-122.41400704302400
963998,Singh Brothers Ice Cream,Truck,PENINSULA AVE: BLANKEN AVE to LATHROP AVE (300 - 399),360 PENINSULA AVE,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.7108412835853,-122.39964261496300
1529950,Bonito Poke,Truck,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,EXPIRED,Bonito Poke Bowls & Various Drinks,37.78911920766770,-122.39588103933500
934577,May Catering,Truck,MINNESOTA ST: 20TH ST to 22ND ST (800 - 999),900 MINNESOTA ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,0,0
1575215,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,CESAR CHAVEZ ST: INDIANA ST to IOWA ST (1300 - 1399),1301 CESAR CHAVEZ ST,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Sodas: Chips: Candy,37.74925585952910,-122.39097537957700
1571660,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,GEARY ST: GRANT AVE to STOCKTON ST (100 - 199),100 GEARY ST,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.7879142297241,-122.40527052309500
1575156,Papalote Inc.,Truck,SPEAR ST: MARKET ST to MISSION ST (1 - 99),60 SPEAR ST,APPROVED,Mexican; Burritos: Burrito Bowls: Salads,37.792535988431100,-122.39459319923500
1580913,Park's Catering,Truck,DAVIDSON AVE: RANKIN ST to SELBY ST (1600 - 1699),1650 DAVIDSON AVE,REQUESTED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74671130304030,-122.39215031945300
1174517,CC Acquisition LLC,Push Cart,MARKET ST: MAIN ST to BEALE ST \ DAVIS ST \ PINE ST (214 - 298) -- NORTH --,298 MARKET ST,REQUESTED,Indian Chai (Tea),37.793213731663400,-122.39704303671800
1580917,Park's Catering,Truck,ARELIOUS WALKER DR: PALOU AVE to QUESADA AVE (1300 - 1399),Assessors Block 4755/Lot049,REQUESTED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.726382932182200,-122.37843478266800
1535606,Wu Wei LLC dba MoBowl,Truck,STEUART LN: HOWARD ST \ STEUART ST to END: 200-249 BLOCK (1 - 99),75 HOWARD ST,EXPIRED,Various types of meat: veggie: and seafood bowls.,37.79155786415490,-122.39167149978600
1580925,Park's Catering,Truck,NEWHALL ST: MENDELL ST to EVANS AVE (200 - 399),330 NEWHALL ST,REQUESTED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74298987477540,-122.38677326717600
1580911,Park's Catering,Truck,BURKE AVE: START: 1500-1599 BLOCK to 03RD ST (1500 - 1599),1555 BURKE AVE,REQUESTED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74371347536800,-122.38596479003600
1580914,Park's Catering,Truck,EVANS AVE: HUNTERS POINT BLVD to JENNINGS ST \ MIDDLE POINT RD (1031 - 1099),1000 EVANS AVE,REQUESTED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.737726866595800,-122.37657291457300
1580916,Park's Catering,Truck,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2020 EVANS AVE,REQUESTED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,0,0
1580909,Park's Catering,Truck,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2323 CESAR CHAVEZ ST,REQUESTED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.748801377714500,-122.40055245878500
1580908,Park's Catering,Truck,03RD ST: EVANS AVE to FAIRFAX AVE (3801 - 3899) -- EAST --,3801 03RD ST,REQUESTED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.741026207788700,-122.38779292799400
1580918,Park's Catering,Truck,INNES AVE: EARL ST to ARELIOUS WALKER DR (700 - 799),Assessors Block 4644/Lot008,REQUESTED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.730906150359700,-122.37330257748500
1576354,San Francisco's Hometown Creamery,Truck,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),281 GEARY ST,APPROVED,Ice Cream & Waffle Cones,37.787136491086100,-122.4077185090010
